city,date,weekday,hour,concat,SeasonalNaive,HoltWinters,Arima,TBATS
TRU,2021-01-15,Friday,22,TRU4421122,37,29,29,27
TRU,2021-01-15,Friday,23,TRU4421123,3,2,2,2
TRU,2021-01-16,Saturday,0,TRU442120,0,0,0,0
TRU,2021-01-16,Saturday,1,TRU442121,0,0,0,0
TRU,2021-01-16,Saturday,2,TRU442122,0,0,0,0
TRU,2021-01-16,Saturday,3,TRU442123,0,0,0,0
TRU,2021-01-16,Saturday,4,TRU442124,0,0,0,0
TRU,2021-01-16,Saturday,7,TRU442127,0,0,0,0
TRU,2021-01-16,Saturday,8,TRU442128,11,9,10,9
TRU,2021-01-16,Saturday,9,TRU442129,13,11,12,11
TRU,2021-01-16,Saturday,10,TRU4421210,14,12,13,12
TRU,2021-01-16,Saturday,11,TRU4421211,22,19,20,19
TRU,2021-01-16,Saturday,12,TRU4421212,59,49,54,49
TRU,2021-01-16,Saturday,13,TRU4421213,71,59,66,60
TRU,2021-01-16,Saturday,14,TRU4421214,53,44,49,45
TRU,2021-01-16,Saturday,15,TRU4421215,36,30,34,31
TRU,2021-01-16,Saturday,16,TRU4421216,33,28,31,28
TRU,2021-01-16,Saturday,17,TRU4421217,36,30,33,30
TRU,2021-01-16,Saturday,18,TRU4421218,72,60,66,60
TRU,2021-01-16,Saturday,19,TRU4421219,149,124,138,125
TRU,2021-01-16,Saturday,20,TRU4421220,141,118,130,118
TRU,2021-01-16,Saturday,21,TRU4421221,90,75,83,75
TRU,2021-01-16,Saturday,22,TRU4421222,31,25,28,26
TRU,2021-01-16,Saturday,23,TRU4421223,3,3,3,3
TRU,2021-01-17,Sunday,0,TRU442130,0,0,0,0
TRU,2021-01-17,Sunday,1,TRU442131,0,0,0,0
TRU,2021-01-17,Sunday,2,TRU442132,0,0,0,0
TRU,2021-01-17,Sunday,3,TRU442133,0,0,0,0
TRU,2021-01-17,Sunday,4,TRU442134,0,0,0,0
TRU,2021-01-17,Sunday,7,TRU442137,0,0,0,0
TRU,2021-01-17,Sunday,8,TRU442138,20,15,16,18
TRU,2021-01-17,Sunday,9,TRU442139,21,16,17,19
TRU,2021-01-17,Sunday,10,TRU4421310,19,15,16,18
TRU,2021-01-17,Sunday,11,TRU4421311,30,23,25,28
TRU,2021-01-17,Sunday,12,TRU4421312,86,66,70,79
TRU,2021-01-17,Sunday,13,TRU4421313,111,85,90,102
TRU,2021-01-17,Sunday,14,TRU4421314,72,55,59,66
TRU,2021-01-17,Sunday,15,TRU4421315,46,35,37,42
TRU,2021-01-17,Sunday,16,TRU4421316,39,30,32,36
TRU,2021-01-17,Sunday,17,TRU4421317,46,36,38,42
TRU,2021-01-17,Sunday,18,TRU4421318,76,58,62,70
TRU,2021-01-17,Sunday,19,TRU4421319,142,109,116,130
TRU,2021-01-17,Sunday,20,TRU4421320,112,86,91,102
TRU,2021-01-17,Sunday,21,TRU4421321,63,49,52,58
TRU,2021-01-17,Sunday,22,TRU4421322,23,18,19,21
TRU,2021-01-17,Sunday,23,TRU4421323,0,0,0,0
TRU,2021-01-18,Monday,0,TRU442140,0,0,0,0
TRU,2021-01-18,Monday,1,TRU442141,0,0,0,0
TRU,2021-01-18,Monday,2,TRU442142,0,0,0,0
TRU,2021-01-18,Monday,3,TRU442143,0,0,0,0
TRU,2021-01-18,Monday,4,TRU442144,0,0,0,0
TRU,2021-01-18,Monday,7,TRU442147,0,0,0,0
TRU,2021-01-18,Monday,8,TRU442148,17,10,9,14
TRU,2021-01-18,Monday,9,TRU442149,19,11,10,16
TRU,2021-01-18,Monday,10,TRU4421410,22,12,12,18
TRU,2021-01-18,Monday,11,TRU4421411,38,22,21,32
TRU,2021-01-18,Monday,12,TRU4421412,77,44,42,65
TRU,2021-01-18,Monday,13,TRU4421413,95,55,52,80
TRU,2021-01-18,Monday,14,TRU4421414,69,40,38,58
TRU,2021-01-18,Monday,15,TRU4421415,47,27,26,39
TRU,2021-01-18,Monday,16,TRU4421416,46,27,25,39
TRU,2021-01-18,Monday,17,TRU4421417,63,36,35,53
TRU,2021-01-18,Monday,18,TRU4421418,102,58,56,86
TRU,2021-01-18,Monday,19,TRU4421419,218,125,119,184
TRU,2021-01-18,Monday,20,TRU4421420,209,120,114,176
TRU,2021-01-18,Monday,21,TRU4421421,124,71,68,105
TRU,2021-01-18,Monday,22,TRU4421422,56,32,31,47
TRU,2021-01-18,Monday,23,TRU4421423,8,4,4,7
TRU,2021-01-19,Tuesday,0,TRU442150,0,0,0,0
TRU,2021-01-19,Tuesday,1,TRU442151,0,0,0,0
TRU,2021-01-19,Tuesday,2,TRU442152,0,0,0,0
TRU,2021-01-19,Tuesday,3,TRU442153,0,0,0,0
TRU,2021-01-19,Tuesday,4,TRU442154,0,0,0,0
TRU,2021-01-19,Tuesday,7,TRU442157,0,0,0,0
TRU,2021-01-19,Tuesday,8,TRU442158,25,12,9,9
TRU,2021-01-19,Tuesday,9,TRU442159,28,13,11,10
TRU,2021-01-19,Tuesday,10,TRU4421510,23,11,9,8
TRU,2021-01-19,Tuesday,11,TRU4421511,41,19,15,15
TRU,2021-01-19,Tuesday,12,TRU4421512,116,53,43,42
TRU,2021-01-19,Tuesday,13,TRU4421513,133,61,50,48
TRU,2021-01-19,Tuesday,14,TRU4421514,85,39,32,31
TRU,2021-01-19,Tuesday,15,TRU4421515,61,28,23,22
TRU,2021-01-19,Tuesday,16,TRU4421516,63,29,24,23
TRU,2021-01-19,Tuesday,17,TRU4421517,82,37,31,30
TRU,2021-01-19,Tuesday,18,TRU4421518,143,65,54,52
TRU,2021-01-19,Tuesday,19,TRU4421519,275,126,103,100
TRU,2021-01-19,Tuesday,20,TRU4421520,251,114,94,91
TRU,2021-01-19,Tuesday,21,TRU4421521,137,62,51,50
TRU,2021-01-19,Tuesday,22,TRU4421522,54,25,20,20
TRU,2021-01-19,Tuesday,23,TRU4421523,8,3,3,3
TRU,2021-01-20,Wednesday,0,TRU442160,0,0,0,0
TRU,2021-01-20,Wednesday,1,TRU442161,0,0,0,0
TRU,2021-01-20,Wednesday,2,TRU442162,0,0,0,0
TRU,2021-01-20,Wednesday,3,TRU442163,0,0,0,0
TRU,2021-01-20,Wednesday,4,TRU442164,0,0,0,0
TRU,2021-01-20,Wednesday,7,TRU442167,0,0,0,0
TRU,2021-01-20,Wednesday,8,TRU442168,15,13,10,11
TRU,2021-01-20,Wednesday,9,TRU442169,17,14,11,12
TRU,2021-01-20,Wednesday,10,TRU4421610,15,13,10,11
TRU,2021-01-20,Wednesday,11,TRU4421611,21,18,14,15
TRU,2021-01-20,Wednesday,12,TRU4421612,52,44,35,38
TRU,2021-01-20,Wednesday,13,TRU4421613,63,53,42,46
TRU,2021-01-20,Wednesday,14,TRU4421614,49,42,33,36
TRU,2021-01-20,Wednesday,15,TRU4421615,30,25,20,22
TRU,2021-01-20,Wednesday,16,TRU4421616,33,27,22,24
TRU,2021-01-20,Wednesday,17,TRU4421617,47,40,31,34
TRU,2021-01-20,Wednesday,18,TRU4421618,74,62,49,54
TRU,2021-01-20,Wednesday,19,TRU4421619,148,124,98,107
TRU,2021-01-20,Wednesday,20,TRU4421620,141,119,93,102
TRU,2021-01-20,Wednesday,21,TRU4421621,82,69,54,59
TRU,2021-01-20,Wednesday,22,TRU4421622,32,27,21,23
TRU,2021-01-20,Wednesday,23,TRU4421623,5,4,3,3
TRU,2021-01-21,Thursday,0,TRU442170,0,0,0,0
TRU,2021-01-21,Thursday,1,TRU442171,0,0,0,0
TRU,2021-01-21,Thursday,2,TRU442172,0,0,0,0
TRU,2021-01-21,Thursday,3,TRU442173,0,0,0,0
TRU,2021-01-21,Thursday,4,TRU442174,0,0,0,0
TRU,2021-01-21,Thursday,7,TRU442177,0,0,0,0
TRU,2021-01-21,Thursday,8,TRU442178,16,14,12,13
TRU,2021-01-21,Thursday,9,TRU442179,19,16,14,15
TRU,2021-01-21,Thursday,10,TRU4421710,17,14,12,13
TRU,2021-01-21,Thursday,11,TRU4421711,27,22,19,21
TRU,2021-01-21,Thursday,12,TRU4421712,72,60,52,57
TRU,2021-01-21,Thursday,13,TRU4421713,83,70,60,65
TRU,2021-01-21,Thursday,14,TRU4421714,60,51,44,48
TRU,2021-01-21,Thursday,15,TRU4421715,45,38,32,35
TRU,2021-01-21,Thursday,16,TRU4421716,35,29,25,28
TRU,2021-01-21,Thursday,17,TRU4421717,53,45,39,42
TRU,2021-01-21,Thursday,18,TRU4421718,95,79,69,75
TRU,2021-01-21,Thursday,19,TRU4421719,138,116,100,109
TRU,2021-01-21,Thursday,20,TRU4421720,97,81,70,76
TRU,2021-01-21,Thursday,21,TRU4421721,54,45,39,43
TRU,2021-01-21,Thursday,22,TRU4421722,19,16,14,15
TRU,2021-01-21,Thursday,23,TRU4421723,0,0,0,0
CHI,2021-01-08,Friday,0,CHI442040,0,0,0,0
CHI,2021-01-08,Friday,1,CHI442041,0,0,0,0
CHI,2021-01-08,Friday,2,CHI442042,0,0,0,0
CHI,2021-01-08,Friday,3,CHI442043,0,0,0,0
CHI,2021-01-08,Friday,7,CHI442047,0,0,0,0
CHI,2021-01-08,Friday,8,CHI442048,0,0,0,0
CHI,2021-01-08,Friday,9,CHI442049,0,0,0,0
CHI,2021-01-08,Friday,10,CHI4420410,4,4,4,3
CHI,2021-01-08,Friday,11,CHI4420411,9,9,9,8
CHI,2021-01-08,Friday,12,CHI4420412,35,36,36,33
CHI,2021-01-08,Friday,13,CHI4420413,48,49,50,46
CHI,2021-01-08,Friday,14,CHI4420414,39,40,41,37
CHI,2021-01-08,Friday,15,CHI4420415,41,41,42,39
CHI,2021-01-08,Friday,16,CHI4420416,36,36,37,34
CHI,2021-01-08,Friday,17,CHI4420417,38,39,40,37
CHI,2021-01-08,Friday,18,CHI4420418,76,78,80,73
CHI,2021-01-08,Friday,19,CHI4420419,123,125,128,117
CHI,2021-01-08,Friday,20,CHI4420420,98,99,102,93
CHI,2021-01-08,Friday,21,CHI4420421,50,51,52,48
CHI,2021-01-08,Friday,22,CHI4420422,7,7,8,7
CHI,2021-01-08,Friday,23,CHI4420423,0,0,0,0
CHI,2021-01-09,Saturday,0,CHI442050,0,0,0,0
CHI,2021-01-09,Saturday,1,CHI442051,0,0,0,0
CHI,2021-01-09,Saturday,2,CHI442052,0,0,0,0
CHI,2021-01-09,Saturday,3,CHI442053,0,0,0,0
CHI,2021-01-09,Saturday,7,CHI442057,0,0,0,0
CHI,2021-01-09,Saturday,8,CHI442058,0,0,0,0
CHI,2021-01-09,Saturday,9,CHI442059,0,0,0,0
CHI,2021-01-09,Saturday,10,CHI4420510,7,7,8,7
CHI,2021-01-09,Saturday,11,CHI4420511,14,13,15,14
CHI,2021-01-09,Saturday,12,CHI4420512,40,36,42,40
CHI,2021-01-09,Saturday,13,CHI4420513,58,53,62,58
CHI,2021-01-09,Saturday,14,CHI4420514,45,41,48,45
CHI,2021-01-09,Saturday,15,CHI4420515,32,29,35,32
CHI,2021-01-09,Saturday,16,CHI4420516,30,27,32,30
CHI,2021-01-09,Saturday,17,CHI4420517,35,31,37,35
CHI,2021-01-09,Saturday,18,CHI4420518,68,62,73,68
CHI,2021-01-09,Saturday,19,CHI4420519,140,127,149,139
CHI,2021-01-09,Saturday,20,CHI4420520,127,115,135,127
CHI,2021-01-09,Saturday,21,CHI4420521,72,65,76,72
CHI,2021-01-09,Saturday,22,CHI4420522,9,8,10,9
CHI,2021-01-09,Saturday,23,CHI4420523,0,0,0,0
CHI,2021-01-10,Sunday,0,CHI442060,0,0,0,0
CHI,2021-01-10,Sunday,1,CHI442061,0,0,0,0
CHI,2021-01-10,Sunday,2,CHI442062,0,0,0,0
CHI,2021-01-10,Sunday,3,CHI442063,0,0,0,0
CHI,2021-01-10,Sunday,7,CHI442067,0,0,0,0
CHI,2021-01-10,Sunday,8,CHI442068,0,0,0,0
CHI,2021-01-10,Sunday,9,CHI442069,0,0,0,0
CHI,2021-01-10,Sunday,10,CHI4420610,8,7,9,8
CHI,2021-01-10,Sunday,11,CHI4420611,18,16,22,19
CHI,2021-01-10,Sunday,12,CHI4420612,62,54,74,65
CHI,2021-01-10,Sunday,13,CHI4420613,82,71,98,86
CHI,2021-01-10,Sunday,14,CHI4420614,59,51,71,62
CHI,2021-01-10,Sunday,15,CHI4420615,39,34,47,41
CHI,2021-01-10,Sunday,16,CHI4420616,35,30,41,36
CHI,2021-01-10,Sunday,17,CHI4420617,43,37,51,45
CHI,2021-01-10,Sunday,18,CHI4420618,73,63,87,77
CHI,2021-01-10,Sunday,19,CHI4420619,133,116,160,140
CHI,2021-01-10,Sunday,20,CHI4420620,101,88,121,106
CHI,2021-01-10,Sunday,21,CHI4420621,47,41,57,50
CHI,2021-01-10,Sunday,22,CHI4420622,7,6,8,7
CHI,2021-01-10,Sunday,23,CHI4420623,0,0,0,0
CHI,2021-01-11,Monday,0,CHI442070,0,0,0,0
CHI,2021-01-11,Monday,1,CHI442071,0,0,0,0
CHI,2021-01-11,Monday,2,CHI442072,0,0,0,0
CHI,2021-01-11,Monday,3,CHI442073,0,0,0,0
CHI,2021-01-11,Monday,7,CHI442077,0,0,0,0
CHI,2021-01-11,Monday,8,CHI442078,0,0,0,0
CHI,2021-01-11,Monday,9,CHI442079,0,0,0,0
CHI,2021-01-11,Monday,10,CHI4420710,15,11,13,14
CHI,2021-01-11,Monday,11,CHI4420711,24,17,20,22
CHI,2021-01-11,Monday,12,CHI4420712,60,44,52,57
CHI,2021-01-11,Monday,13,CHI4420713,77,56,66,73
CHI,2021-01-11,Monday,14,CHI4420714,56,41,48,53
CHI,2021-01-11,Monday,15,CHI4420715,36,26,30,34
CHI,2021-01-11,Monday,16,CHI4420716,42,31,36,40
CHI,2021-01-11,Monday,17,CHI4420717,49,35,42,46
CHI,2021-01-11,Monday,18,CHI4420718,92,66,78,87
CHI,2021-01-11,Monday,19,CHI4420719,153,111,131,145
CHI,2021-01-11,Monday,20,CHI4420720,148,107,127,140
CHI,2021-01-11,Monday,21,CHI4420721,82,59,70,78
CHI,2021-01-11,Monday,22,CHI4420722,16,12,14,15
CHI,2021-01-11,Monday,23,CHI4420723,0,0,0,0
CHI,2021-01-12,Tuesday,0,CHI442080,0,0,0,0
CHI,2021-01-12,Tuesday,1,CHI442081,0,0,0,0
CHI,2021-01-12,Tuesday,2,CHI442082,0,0,0,0
CHI,2021-01-12,Tuesday,3,CHI442083,0,0,0,0
CHI,2021-01-12,Tuesday,7,CHI442087,0,0,0,0
CHI,2021-01-12,Tuesday,8,CHI442088,0,0,0,0
CHI,2021-01-12,Tuesday,9,CHI442089,0,0,0,0
CHI,2021-01-12,Tuesday,10,CHI4420810,13,7,6,6
CHI,2021-01-12,Tuesday,11,CHI4420811,29,16,14,13
CHI,2021-01-12,Tuesday,12,CHI4420812,81,45,40,35
CHI,2021-01-12,Tuesday,13,CHI4420813,100,55,50,43
CHI,2021-01-12,Tuesday,14,CHI4420814,68,37,34,29
CHI,2021-01-12,Tuesday,15,CHI4420815,51,28,25,22
CHI,2021-01-12,Tuesday,16,CHI4420816,53,29,26,23
CHI,2021-01-12,Tuesday,17,CHI4420817,70,39,35,30
CHI,2021-01-12,Tuesday,18,CHI4420818,120,66,59,52
CHI,2021-01-12,Tuesday,19,CHI4420819,227,126,112,98
CHI,2021-01-12,Tuesday,20,CHI4420820,186,103,92,80
CHI,2021-01-12,Tuesday,21,CHI4420821,99,55,49,43
CHI,2021-01-12,Tuesday,22,CHI4420822,14,7,7,6
CHI,2021-01-12,Tuesday,23,CHI4420823,0,0,0,0
CHI,2021-01-13,Wednesday,0,CHI442090,0,0,0,0
CHI,2021-01-13,Wednesday,1,CHI442091,0,0,0,0
CHI,2021-01-13,Wednesday,2,CHI442092,0,0,0,0
CHI,2021-01-13,Wednesday,3,CHI442093,0,0,0,0
CHI,2021-01-13,Wednesday,7,CHI442097,0,0,0,0
CHI,2021-01-13,Wednesday,8,CHI442098,0,0,0,0
CHI,2021-01-13,Wednesday,9,CHI442099,0,0,0,0
CHI,2021-01-13,Wednesday,10,CHI4420910,8,8,6,6
CHI,2021-01-13,Wednesday,11,CHI4420911,18,18,14,14
CHI,2021-01-13,Wednesday,12,CHI4420912,40,39,32,32
CHI,2021-01-13,Wednesday,13,CHI4420913,52,52,42,43
CHI,2021-01-13,Wednesday,14,CHI4420914,38,38,31,31
CHI,2021-01-13,Wednesday,15,CHI4420915,29,28,23,23
CHI,2021-01-13,Wednesday,16,CHI4420916,31,31,25,25
CHI,2021-01-13,Wednesday,17,CHI4420917,38,37,30,31
CHI,2021-01-13,Wednesday,18,CHI4420918,70,69,56,57
CHI,2021-01-13,Wednesday,19,CHI4420919,123,122,99,100
CHI,2021-01-13,Wednesday,20,CHI4420920,110,109,88,90
CHI,2021-01-13,Wednesday,21,CHI4420921,55,54,44,45
CHI,2021-01-13,Wednesday,22,CHI4420922,8,8,7,7
CHI,2021-01-13,Wednesday,23,CHI4420923,0,0,0,0
CHI,2021-01-14,Thursday,0,CHI442100,0,0,0,0
CHI,2021-01-14,Thursday,1,CHI442101,0,0,0,0
CHI,2021-01-14,Thursday,2,CHI442102,0,0,0,0
CHI,2021-01-14,Thursday,3,CHI442103,0,0,0,0
CHI,2021-01-14,Thursday,7,CHI442107,0,0,0,0
CHI,2021-01-14,Thursday,8,CHI442108,0,0,0,0
CHI,2021-01-14,Thursday,9,CHI442109,0,0,0,0
CHI,2021-01-14,Thursday,10,CHI4421010,9,9,8,7
CHI,2021-01-14,Thursday,11,CHI4421011,20,22,20,18
CHI,2021-01-14,Thursday,12,CHI4421012,41,43,40,36
CHI,2021-01-14,Thursday,13,CHI4421013,62,65,60,54
CHI,2021-01-14,Thursday,14,CHI4421014,45,47,43,39
CHI,2021-01-14,Thursday,15,CHI4421015,35,37,34,31
CHI,2021-01-14,Thursday,16,CHI4421016,40,42,38,35
CHI,2021-01-14,Thursday,17,CHI4421017,46,48,44,40
CHI,2021-01-14,Thursday,18,CHI4421018,73,77,71,64
CHI,2021-01-14,Thursday,19,CHI4421019,101,107,97,88
CHI,2021-01-14,Thursday,20,CHI4421020,70,73,67,61
CHI,2021-01-14,Thursday,21,CHI4421021,35,37,34,30
CHI,2021-01-14,Thursday,22,CHI4421022,6,7,6,5
CHI,2021-01-14,Thursday,23,CHI4421023,0,0,0,0
CHI,2021-01-15,Friday,0,CHI442110,0,0,0,0
CHI,2021-01-15,Friday,1,CHI442111,0,0,0,0
CHI,2021-01-15,Friday,2,CHI442112,0,0,0,0
CHI,2021-01-15,Friday,3,CHI442113,0,0,0,0
CHI,2021-01-15,Friday,7,CHI442117,0,0,0,0
CHI,2021-01-15,Friday,8,CHI442118,0,0,0,0
CHI,2021-01-15,Friday,9,CHI442119,0,0,0,0
CHI,2021-01-15,Friday,10,CHI4421110,3,4,4,3
CHI,2021-01-15,Friday,11,CHI4421111,8,9,9,8
CHI,2021-01-15,Friday,12,CHI4421112,34,36,37,31
CHI,2021-01-15,Friday,13,CHI4421113,47,49,51,43
CHI,2021-01-15,Friday,14,CHI4421114,38,40,41,35
CHI,2021-01-15,Friday,15,CHI4421115,39,41,43,36
CHI,2021-01-15,Friday,16,CHI4421116,35,36,38,32
CHI,2021-01-15,Friday,17,CHI4421117,37,39,40,34
CHI,2021-01-15,Friday,18,CHI4421118,74,78,80,68
CHI,2021-01-15,Friday,19,CHI4421119,119,125,130,110
CHI,2021-01-15,Friday,20,CHI4421120,95,99,103,87
CHI,2021-01-15,Friday,21,CHI4421121,49,51,53,45
CHI,2021-01-15,Friday,22,CHI4421122,7,7,8,7
CHI,2021-01-15,Friday,23,CHI4421123,0,0,0,0
CHI,2021-01-16,Saturday,0,CHI442120,0,0,0,0
CHI,2021-01-16,Saturday,1,CHI442121,0,0,0,0
CHI,2021-01-16,Saturday,2,CHI442122,0,0,0,0
CHI,2021-01-16,Saturday,3,CHI442123,0,0,0,0
CHI,2021-01-16,Saturday,7,CHI442127,0,0,0,0
CHI,2021-01-16,Saturday,8,CHI442128,0,0,0,0
CHI,2021-01-16,Saturday,9,CHI442129,0,0,0,0
CHI,2021-01-16,Saturday,10,CHI4421210,6,7,8,7
CHI,2021-01-16,Saturday,11,CHI4421211,13,13,16,13
CHI,2021-01-16,Saturday,12,CHI4421212,36,36,44,37
CHI,2021-01-16,Saturday,13,CHI4421213,52,53,64,54
CHI,2021-01-16,Saturday,14,CHI4421214,40,41,49,42
CHI,2021-01-16,Saturday,15,CHI4421215,29,29,36,30
CHI,2021-01-16,Saturday,16,CHI4421216,27,27,33,28
CHI,2021-01-16,Saturday,17,CHI4421217,31,31,38,32
CHI,2021-01-16,Saturday,18,CHI4421218,61,62,75,64
CHI,2021-01-16,Saturday,19,CHI4421219,125,127,153,130
CHI,2021-01-16,Saturday,20,CHI4421220,114,115,139,118
CHI,2021-01-16,Saturday,21,CHI4421221,64,65,79,67
CHI,2021-01-16,Saturday,22,CHI4421222,8,8,10,9
CHI,2021-01-16,Saturday,23,CHI4421223,0,0,0,0
CHI,2021-01-17,Sunday,0,CHI442130,0,0,0,0
CHI,2021-01-17,Sunday,1,CHI442131,0,0,0,0
CHI,2021-01-17,Sunday,2,CHI442132,0,0,0,0
CHI,2021-01-17,Sunday,3,CHI442133,0,0,0,0
CHI,2021-01-17,Sunday,7,CHI442137,0,0,0,0
CHI,2021-01-17,Sunday,8,CHI442138,0,0,0,0
CHI,2021-01-17,Sunday,9,CHI442139,0,0,0,0
CHI,2021-01-17,Sunday,10,CHI4421310,8,7,9,8
CHI,2021-01-17,Sunday,11,CHI4421311,18,16,21,18
CHI,2021-01-17,Sunday,12,CHI4421312,61,54,70,61
CHI,2021-01-17,Sunday,13,CHI4421313,81,71,93,82
CHI,2021-01-17,Sunday,14,CHI4421314,58,51,67,59
CHI,2021-01-17,Sunday,15,CHI4421315,38,34,44,39
CHI,2021-01-17,Sunday,16,CHI4421316,34,30,39,34
CHI,2021-01-17,Sunday,17,CHI4421317,42,37,48,43
CHI,2021-01-17,Sunday,18,CHI4421318,72,63,82,73
CHI,2021-01-17,Sunday,19,CHI4421319,131,116,151,133
CHI,2021-01-17,Sunday,20,CHI4421320,99,88,114,100
CHI,2021-01-17,Sunday,21,CHI4421321,46,41,53,47
CHI,2021-01-17,Sunday,22,CHI4421322,7,6,8,7
CHI,2021-01-17,Sunday,23,CHI4421323,0,0,0,0
CHI,2021-01-18,Monday,0,CHI442140,0,0,0,0
CHI,2021-01-18,Monday,1,CHI442141,0,0,0,0
CHI,2021-01-18,Monday,2,CHI442142,0,0,0,0
CHI,2021-01-18,Monday,3,CHI442143,0,0,0,0
CHI,2021-01-18,Monday,7,CHI442147,0,0,0,0
CHI,2021-01-18,Monday,8,CHI442148,0,0,0,0
CHI,2021-01-18,Monday,9,CHI442149,0,0,0,0
CHI,2021-01-18,Monday,10,CHI4421410,15,11,13,14
CHI,2021-01-18,Monday,11,CHI4421411,23,17,20,22
CHI,2021-01-18,Monday,12,CHI4421412,58,44,50,55
CHI,2021-01-18,Monday,13,CHI4421413,74,56,64,70
CHI,2021-01-18,Monday,14,CHI4421414,54,41,47,51
CHI,2021-01-18,Monday,15,CHI4421415,34,26,30,32
CHI,2021-01-18,Monday,16,CHI4421416,40,31,35,38
CHI,2021-01-18,Monday,17,CHI4421417,47,35,41,44
CHI,2021-01-18,Monday,18,CHI4421418,87,66,77,83
CHI,2021-01-18,Monday,19,CHI4421419,146,111,128,139
CHI,2021-01-18,Monday,20,CHI4421420,141,107,124,134
CHI,2021-01-18,Monday,21,CHI4421421,79,59,69,75
CHI,2021-01-18,Monday,22,CHI4421422,16,12,14,15
CHI,2021-01-18,Monday,23,CHI4421423,0,0,0,0
CHI,2021-01-19,Tuesday,0,CHI442150,0,0,0,0
CHI,2021-01-19,Tuesday,1,CHI442151,0,0,0,0
CHI,2021-01-19,Tuesday,2,CHI442152,0,0,0,0
CHI,2021-01-19,Tuesday,3,CHI442153,0,0,0,0
CHI,2021-01-19,Tuesday,7,CHI442157,0,0,0,0
CHI,2021-01-19,Tuesday,8,CHI442158,0,0,0,0
CHI,2021-01-19,Tuesday,9,CHI442159,0,0,0,0
CHI,2021-01-19,Tuesday,10,CHI4421510,13,7,7,5
CHI,2021-01-19,Tuesday,11,CHI4421511,29,16,15,12
CHI,2021-01-19,Tuesday,12,CHI4421512,79,45,41,32
CHI,2021-01-19,Tuesday,13,CHI4421513,99,55,51,40
CHI,2021-01-19,Tuesday,14,CHI4421514,67,37,35,27
CHI,2021-01-19,Tuesday,15,CHI4421515,51,28,26,21
CHI,2021-01-19,Tuesday,16,CHI4421516,52,29,27,21
CHI,2021-01-19,Tuesday,17,CHI4421517,69,39,36,28
CHI,2021-01-19,Tuesday,18,CHI4421518,118,66,61,48
CHI,2021-01-19,Tuesday,19,CHI4421519,224,126,116,91
CHI,2021-01-19,Tuesday,20,CHI4421520,183,103,95,75
CHI,2021-01-19,Tuesday,21,CHI4421521,98,55,51,40
CHI,2021-01-19,Tuesday,22,CHI4421522,13,7,7,5
CHI,2021-01-19,Tuesday,23,CHI4421523,0,0,0,0
CHI,2021-01-20,Wednesday,0,CHI442160,0,0,0,0
CHI,2021-01-20,Wednesday,1,CHI442161,0,0,0,0
CHI,2021-01-20,Wednesday,2,CHI442162,0,0,0,0
CHI,2021-01-20,Wednesday,3,CHI442163,0,0,0,0
CHI,2021-01-20,Wednesday,7,CHI442167,0,0,0,0
CHI,2021-01-20,Wednesday,8,CHI442168,0,0,0,0
CHI,2021-01-20,Wednesday,9,CHI442169,0,0,0,0
CHI,2021-01-20,Wednesday,10,CHI4421610,8,8,7,6
CHI,2021-01-20,Wednesday,11,CHI4421611,17,18,15,14
CHI,2021-01-20,Wednesday,12,CHI4421612,38,39,33,30
CHI,2021-01-20,Wednesday,13,CHI4421613,50,52,43,40
CHI,2021-01-20,Wednesday,14,CHI4421614,36,38,32,29
CHI,2021-01-20,Wednesday,15,CHI4421615,27,28,24,22
CHI,2021-01-20,Wednesday,16,CHI4421616,29,31,26,24
CHI,2021-01-20,Wednesday,17,CHI4421617,36,37,31,29
CHI,2021-01-20,Wednesday,18,CHI4421618,66,69,58,53
CHI,2021-01-20,Wednesday,19,CHI4421619,117,122,102,94
CHI,2021-01-20,Wednesday,20,CHI4421620,105,109,92,84
CHI,2021-01-20,Wednesday,21,CHI4421621,52,54,45,42
CHI,2021-01-20,Wednesday,22,CHI4421622,8,8,7,6
CHI,2021-01-20,Wednesday,23,CHI4421623,0,0,0,0
CHI,2021-01-21,Thursday,0,CHI442170,0,0,0,0
CHI,2021-01-21,Thursday,1,CHI442171,0,0,0,0
CHI,2021-01-21,Thursday,2,CHI442172,0,0,0,0
CHI,2021-01-21,Thursday,3,CHI442173,0,0,0,0
CHI,2021-01-21,Thursday,7,CHI442177,0,0,0,0
CHI,2021-01-21,Thursday,8,CHI442178,0,0,0,0
CHI,2021-01-21,Thursday,9,CHI442179,0,0,0,0
CHI,2021-01-21,Thursday,10,CHI4421710,8,9,8,7
CHI,2021-01-21,Thursday,11,CHI4421711,20,22,20,17
CHI,2021-01-21,Thursday,12,CHI4421712,40,43,39,34
CHI,2021-01-21,Thursday,13,CHI4421713,61,65,60,51
CHI,2021-01-21,Thursday,14,CHI4421714,44,47,43,37
CHI,2021-01-21,Thursday,15,CHI4421715,35,37,34,29
CHI,2021-01-21,Thursday,16,CHI4421716,39,42,38,33
CHI,2021-01-21,Thursday,17,CHI4421717,45,48,44,38
CHI,2021-01-21,Thursday,18,CHI4421718,72,77,70,60
CHI,2021-01-21,Thursday,19,CHI4421719,100,107,97,83
CHI,2021-01-21,Thursday,20,CHI4421720,69,73,67,57
CHI,2021-01-21,Thursday,21,CHI4421721,34,37,33,29
